Employee_ID,Job_Title,Performance_Score,Work_Hours_Per_Week,Projects_Handled,Employee_Satisfaction_Score,Team_Size,Training_Hours,Promotions,Resigned,technical_skills,skill_proficiency,preferred_role,collaboration_score,personality_type,communication_style,work_habits,teamwork_style,leadership_score,project_interests,availability,Department,Gender,Age,Hire_Date,Years_At_Company,Education_Level,Monthly_Salary,Overtime_Hours,Sick_Days,Remote_Work_Frequency,past_projects,time_zone
755,Consultant,2,53,4,3.23,17,75,2,False,"Python, TensorFlow",2,Mobile Dev,5,ISTJ,Email,Hybrid,7,9,"FinTech, UX",22,Finance,Female,23,2019-05-09 08:03:05.556036,5,Bachelor,6600.0,21,9,100,Healthcare AI,GMT+1
756,Manager,1,41,35,4.48,7,86,0,False,"C++, Robotics",1,Embedded Dev,6,ISTJ,Teams,Hybrid,1,9,"FinTech, UX",44,HR,Male,59,2020-04-27 08:03:05.556036,4,High School,6600.0,0,8,50,"IoT, Robotics",GMT+9
757,Analyst,2,46,5,2.64,13,68,1,False,"Swift, iOS Dev",5,Data Scientist,10,ISFJ,Slack,Office,10,8,"AI, Ethics",44,HR,Female,49,2020-11-24 08:03:05.556036,3,Bachelor,4800.0,12,11,100,Web Apps,GMT+-6
758,Engineer,5,56,9,3.36,12,89,1,False,"C++, Robotics",5,Data Analyst,2,INTP,Slack,Agile,3,2,HealthTech,41,HR,Male,58,2015-07-07 08:03:05.556036,9,High School,9000.0,21,14,75,Web Apps,GMT+9
759,Consultant,2,46,44,3.34,8,31,0,False,"Python, R",6,DevOps Engineer,10,ESTP,Email,Remote,3,7,"Game Dev, AI",19,Customer Support,Male,27,2016-08-09 08:03:05.556036,8,High School,6600.0,3,2,0,Finance Apps,GMT+1
760,Specialist,5,56,0,3.46,19,43,2,True,"Swift, iOS Dev",9,AI Researcher,3,ENTJ,Zoom,Remote,3,9,"SaaS, Web3",27,Legal,Male,42,2018-06-23 08:03:05.556036,6,Master,6750.0,19,13,50,Healthcare AI,GMT+-12
761,Engineer,3,37,43,3.74,8,2,1,False,"React, TypeScript",1,Designer,10,INFJ,Discord,Agile,9,6,"AI, Bioinformatics",43,Finance,Female,44,2023-03-19 08:03:05.556036,1,Master,7800.0,14,0,25,CMS Systems,GMT+6
762,Consultant,5,34,44,2.19,11,19,2,False,"Swift, iOS Dev",7,Frontend Dev,7,INTJ,Teams,Office,8,3,"NLP, AI Ethics",25,Customer Support,Male,50,2023-12-10 08:03:05.556036,0,Bachelor,8250.0,22,3,75,Healthcare AI,GMT+6
763,Specialist,2,44,29,3.08,17,26,0,False,"SQL, PostgreSQL",3,Database Admin,3,ISFJ,Teams,Office,2,2,E-commerce,12,Engineering,Female,57,2023-07-25 08:03:05.556036,1,High School,5400.0,22,9,0,Web Apps,GMT+-12
764,Technician,5,51,12,3.04,7,51,2,False,"JavaScript, Node.js",8,Frontend Dev,3,ISTP,Slack,Office,9,9,"Design, HCI",44,Customer Support,Male,44,2017-06-06 08:03:05.556036,7,Bachelor,5250.0,13,0,25,AI Startups,GMT+-3
765,Specialist,1,43,33,1.41,7,55,0,False,"Python, NLP",5,AI Researcher,5,INTJ,Email,Office,6,7,"FinTech, AI",45,Operations,Male,29,2015-12-02 08:03:05.556036,8,Bachelor,4950.0,8,2,75,DeFi,GMT+6
766,Specialist,5,56,1,2.07,12,42,2,False,"UI/UX, Figma",8,Mobile Dev,9,ISTJ,Teams,Remote,8,6,"NLP, AI Ethics",46,IT,Female,33,2016-02-21 08:03:05.556036,8,Master,6750.0,7,11,100,CMS Systems,GMT+-5
767,Analyst,5,34,26,1.52,9,68,0,False,"PHP, Laravel",1,Data Scientist,7,ESTJ,Teams,Office,9,1,"SaaS, Web3",24,HR,Male,34,2020-07-07 08:03:05.556036,4,High School,6000.0,15,9,25,"IoT, Robotics",GMT+12
768,Technician,2,58,35,3.47,15,83,0,False,"Swift, iOS Dev",4,Blockchain Dev,9,INTP,Discord,Hybrid,8,9,"NLP, AI Ethics",44,Marketing,Female,26,2021-07-10 08:03:05.556036,3,Master,4200.0,11,9,75,AI Startups,GMT+-1
769,Consultant,4,54,47,2.51,12,42,2,False,"Java, Spring",6,Embedded Dev,2,ISFP,Discord,Office,1,6,"Design, HCI",40,Finance,Female,43,2021-11-16 08:03:05.556036,2,Bachelor,7700.0,22,6,0,E-Commerce,GMT+5
770,Analyst,3,42,32,4.4,9,68,1,False,"C++, Robotics",7,Mobile Dev,6,ISFJ,Discord,Remote,1,8,"NLP, AI Ethics",16,Engineering,Female,60,2021-05-08 08:03:05.556036,3,Bachelor,5200.0,12,5,75,DeFi,GMT+1
771,Technician,1,35,5,1.61,8,62,2,False,"UI/UX, Figma",4,ML Engineer,8,ENTJ,Email,Remote,10,5,"Web Dev, SaaS",46,Customer Support,Male,45,2015-10-21 08:03:05.556036,8,Master,3850.0,11,6,25,FinTech Apps,GMT+-9
772,Specialist,5,37,18,3.69,8,36,1,False,"Python, ML",7,Web Dev,1,ISFP,Discord,Hybrid,9,10,"FinTech, AI",11,Operations,Male,44,2023-10-29 08:03:05.556036,0,Bachelor,6750.0,29,11,25,Healthcare AI,GMT+-8
773,Engineer,3,45,35,1.72,19,56,2,False,"Python, R",4,Web Dev,3,ESTP,Zoom,Office,6,3,"NLP, AI Ethics",13,Customer Support,Other,39,2017-08-20 08:03:05.556036,7,Bachelor,7800.0,6,1,0,CMS Systems,GMT+-10
774,Technician,2,36,25,1.28,13,27,2,False,"Python, ML",4,Web Dev,8,ENFJ,Discord,Hybrid,3,5,"AI, Ethics",18,Finance,Male,49,2016-05-22 08:03:05.556036,8,High School,4200.0,15,0,100,Indie Games,GMT+3
775,Developer,3,37,4,4.08,2,29,2,False,"C++, Robotics",4,Blockchain Dev,1,ENTJ,Teams,Agile,2,7,"NLP, AI Ethics",22,Marketing,Female,52,2024-01-03 08:03:05.556036,0,High School,6500.0,6,1,0,Cloud Security,GMT+1
776,Technician,1,31,46,4.02,6,44,2,False,"Python, ML",10,Embedded Dev,9,ENFP,Slack,Office,9,4,E-commerce,11,Customer Support,Female,27,2017-08-18 08:03:05.556036,7,Bachelor,3850.0,25,6,100,Finance Apps,GMT+7
777,Specialist,2,50,48,4.5,2,98,1,False,"C++, Robotics",3,Blockchain Dev,3,ISFJ,Zoom,Remote,9,8,Data Science,27,Engineering,Female,42,2024-06-29 08:03:05.556036,0,PhD,5400.0,25,13,100,E-Commerce,GMT+11
778,Developer,4,33,13,4.55,17,84,1,False,"Golang, DevOps",6,Game Developer,10,ISFP,Teams,Remote,9,7,E-commerce,27,IT,Female,30,2015-10-29 08:03:05.556036,8,Bachelor,7000.0,5,1,25,Indie Games,GMT+4
779,Specialist,3,32,22,1.78,15,24,2,False,"C#, Unity",2,Data Analyst,8,ENFP,Discord,Remote,2,9,"Design, HCI",16,Engineering,Female,55,2019-02-14 08:03:05.556036,5,Bachelor,5850.0,16,13,75,Finance Apps,GMT+10
780,Developer,5,51,39,2.77,19,34,2,False,"JavaScript, Node.js",1,Mobile Dev,4,INFJ,Discord,Agile,7,4,E-commerce,47,HR,Male,29,2016-06-23 08:03:05.556036,8,High School,7500.0,26,13,100,Web Apps,GMT+-4
781,Specialist,4,43,25,2.75,19,10,1,False,"Python, ML",1,Full Stack Dev,6,ISTJ,Discord,Remote,5,9,"Game Dev, AI",30,Engineering,Other,28,2020-11-06 08:03:05.556036,3,High School,6300.0,26,11,25,Healthcare AI,GMT+3
782,Engineer,2,31,28,2.76,11,15,1,False,"JavaScript, Node.js",10,Game Developer,9,INTJ,Discord,Agile,5,10,Data Science,47,Engineering,Female,43,2020-11-25 08:03:05.556036,3,Bachelor,7200.0,3,4,100,"IoT, Robotics",GMT+-5
783,Developer,2,43,20,4.33,5,8,0,False,"C#, Unity",2,DevOps Engineer,10,ESTP,Zoom,Remote,6,9,"AI, Bioinformatics",27,HR,Female,29,2019-03-09 08:03:05.556036,5,Bachelor,6000.0,22,13,0,AI Research,GMT+11
784,Analyst,2,37,33,3.15,16,7,2,False,"Python, NLP",10,Data Scientist,9,INFJ,Email,Remote,1,5,"SaaS, Web3",39,Sales,Female,33,2020-02-19 08:03:05.556036,4,High School,4800.0,0,9,75,AI Startups,GMT+10
785,Specialist,1,57,9,3.1,15,62,2,False,"Golang, DevOps",3,Blockchain Dev,10,ENFP,Email,Remote,8,6,"FinTech, UX",31,Engineering,Female,48,2015-08-05 08:03:05.556036,9,Bachelor,4950.0,19,2,0,AI Startups,GMT+-1
786,Analyst,2,51,5,2.13,1,16,2,True,"SQL, PostgreSQL",9,ML Engineer,8,ESTJ,Slack,Agile,5,3,"SaaS, Web3",16,Legal,Female,56,2018-04-08 08:03:05.556036,6,Bachelor,4800.0,1,10,50,Cloud Security,GMT+-6
787,Developer,3,35,12,1.92,2,1,1,False,"Python, NLP",8,Web Dev,8,ESTP,Teams,Agile,10,9,"Web Dev, SaaS",49,Legal,Male,32,2023-08-19 08:03:05.556036,1,Bachelor,6500.0,16,12,0,DeFi,GMT+10
788,Specialist,4,58,43,4.23,13,66,0,False,"C#, Unity",9,Designer,8,ENTJ,Discord,Office,4,6,"FinTech, AI",21,Legal,Female,44,2018-08-21 08:03:05.556036,6,High School,6300.0,6,6,0,DeFi,GMT+-1
789,Engineer,5,38,10,2.51,15,49,1,False,"Python, R",9,DevOps Engineer,5,ISTJ,Discord,Office,4,10,Cloud Computing,15,Operations,Female,39,2015-09-05 08:03:05.556036,9,Bachelor,9000.0,4,1,100,AI Startups,GMT+-10
790,Technician,3,49,26,4.12,4,33,2,True,"UI/UX, Figma",8,Data Scientist,6,ENTJ,Discord,Office,6,6,"AI, Ethics",12,HR,Female,51,2017-11-01 08:03:05.556036,6,Bachelor,4550.0,7,11,75,Indie Games,GMT+6
791,Analyst,3,52,23,2.27,13,64,2,False,"SQL, PostgreSQL",2,Full Stack Dev,2,INTP,Discord,Agile,10,1,"AI, Bioinformatics",44,Operations,Male,48,2019-07-28 08:03:05.556036,5,Master,5200.0,5,2,100,Healthcare AI,GMT+-7
792,Specialist,2,31,22,1.27,14,25,0,False,"Python, ML",5,DevOps Engineer,10,ISFJ,Slack,Agile,6,2,"SaaS, Web3",39,Sales,Male,36,2016-08-20 08:03:05.556036,8,Bachelor,5400.0,29,8,0,Finance Apps,GMT+7
793,Engineer,4,48,17,3.65,1,80,2,True,"SQL, PostgreSQL",8,Embedded Dev,5,INFJ,Slack,Office,2,4,E-commerce,36,IT,Female,39,2017-11-22 08:03:05.556036,6,Bachelor,8400.0,23,3,25,Web Apps,GMT+-6
794,Specialist,4,41,41,3.59,14,30,0,False,"Python, TensorFlow",7,Data Analyst,3,ENTP,Discord,Hybrid,7,7,"AI, Ethics",38,Marketing,Female,33,2022-12-10 08:03:05.556036,1,Bachelor,6300.0,7,5,100,Cloud Security,GMT+0
795,Specialist,1,46,35,3.94,18,56,2,False,"Python, TensorFlow",2,Game Developer,3,ESTJ,Email,Office,3,7,Data Science,42,Finance,Female,22,2021-12-31 08:03:05.556036,2,Bachelor,4950.0,24,4,0,FinTech Apps,GMT+-5
796,Engineer,2,52,29,1.05,13,87,2,False,"PHP, Laravel",2,Embedded Dev,7,INTP,Email,Hybrid,4,7,E-commerce,31,Finance,Female,35,2024-06-18 08:03:05.556036,0,Bachelor,7200.0,3,8,0,Indie Games,GMT+5
797,Specialist,2,32,14,1.11,2,43,0,False,"Java, Spring",6,Web Dev,6,ISFP,Zoom,Remote,10,10,"NLP, AI Ethics",48,Engineering,Male,49,2023-01-17 08:03:05.556036,1,Bachelor,5400.0,8,2,75,Web Apps,GMT+-6
798,Consultant,3,43,4,3.84,13,0,1,False,"Python, TensorFlow",2,Blockchain Dev,1,ESTP,Slack,Agile,1,4,"NLP, AI Ethics",40,Operations,Male,41,2017-07-18 08:03:05.556036,7,Master,7150.0,3,6,100,Finance Apps,GMT+-4
799,Consultant,1,50,19,1.27,5,3,1,False,"JavaScript, Node.js",8,Web Dev,7,ENFP,Slack,Office,2,8,"AI, Bioinformatics",17,Operations,Male,54,2017-12-10 08:03:05.556036,6,Bachelor,6050.0,1,5,50,Finance Apps,GMT+-2
800,Developer,4,33,30,4.42,3,17,1,False,"C++, Robotics",2,Designer,2,ISFJ,Teams,Office,10,1,"FinTech, UX",27,Sales,Female,27,2019-01-06 08:03:05.556036,5,Bachelor,7000.0,0,8,100,SaaS,GMT+4
801,Specialist,1,50,42,2.97,12,20,2,False,"Rust, Blockchain",2,Backend Dev,3,INTP,Discord,Office,9,4,Data Science,21,Marketing,Male,27,2020-09-17 08:03:05.556036,3,High School,4950.0,27,11,100,AI Research,GMT+-10
802,Specialist,2,49,11,4.27,7,29,1,False,"Rust, Blockchain",2,Frontend Dev,9,INTP,Zoom,Hybrid,8,7,"SaaS, Web3",45,Operations,Male,46,2024-07-04 08:03:05.556036,0,Bachelor,5400.0,16,14,75,SaaS,GMT+11
803,Specialist,5,59,41,2.9,7,81,1,False,"Python, R",3,Full Stack Dev,10,ENFP,Discord,Agile,6,5,"AI, Bioinformatics",19,Marketing,Female,33,2023-02-18 08:03:05.556036,1,Bachelor,6750.0,0,6,0,DeFi,GMT+-6
804,Consultant,5,39,24,3.79,14,54,1,False,"React, TypeScript",8,ML Engineer,9,ESTJ,Discord,Office,9,4,"FinTech, AI",10,Engineering,Female,45,2024-03-06 08:03:05.556036,0,Master,8250.0,17,4,75,DeFi,GMT+-2
805,Manager,2,43,37,4.01,9,55,2,True,"Golang, DevOps",6,Web Dev,5,INFJ,Email,Hybrid,1,6,"NLP, AI Ethics",19,IT,Male,28,2020-09-22 08:03:05.556036,3,Bachelor,7200.0,24,3,0,AI Startups,GMT+4
806,Specialist,1,44,23,1.9,2,74,1,False,"PHP, Laravel",3,Embedded Dev,3,ISTP,Discord,Agile,8,7,"SaaS, Web3",18,Engineering,Male,60,2015-07-05 08:03:05.556036,9,Bachelor,4950.0,9,1,25,SaaS,GMT+-12
807,Engineer,3,40,2,1.34,18,95,1,False,"Python, ML",6,Mobile Dev,8,INTP,Teams,Office,4,8,"AI, Bioinformatics",16,Finance,Male,55,2017-03-20 08:03:05.556036,7,Bachelor,7800.0,4,14,100,Cloud Security,GMT+10
808,Engineer,4,41,21,3.18,9,93,2,False,"Swift, iOS Dev",2,ML Engineer,9,ISFJ,Zoom,Agile,3,9,"Game Dev, AI",19,Engineering,Female,44,2019-08-14 08:03:05.556036,5,High School,8400.0,7,8,100,SaaS,GMT+10
809,Consultant,1,57,24,3.49,17,16,0,False,"C++, Robotics",2,AI Researcher,4,ENFJ,Slack,Office,10,2,"SaaS, Web3",21,Engineering,Male,44,2019-01-14 08:03:05.556036,5,Bachelor,6050.0,9,13,100,CMS Systems,GMT+11
810,Manager,3,57,28,1.14,2,29,1,False,"Swift, iOS Dev",8,Database Admin,5,ESTJ,Slack,Remote,6,9,HealthTech,24,Sales,Female,30,2017-12-09 08:03:05.556036,6,High School,7800.0,10,10,100,"IoT, Robotics",GMT+10
811,Developer,1,42,40,2.08,4,81,0,False,"JavaScript, Node.js",7,Mobile Dev,8,ISFP,Email,Hybrid,3,1,"Web Dev, SaaS",18,Sales,Female,24,2018-06-20 08:03:05.556036,6,Master,5500.0,11,14,25,Web Apps,GMT+-11
812,Technician,3,30,37,3.92,16,41,1,False,"C#, Unity",2,Web Dev,6,ISTP,Zoom,Remote,3,1,"AI, Ethics",13,Marketing,Male,27,2014-09-27 08:03:05.556036,9,High School,4550.0,11,11,0,AI Research,GMT+3
813,Manager,3,48,23,1.23,19,5,2,False,"PHP, Laravel",3,Web Dev,2,INFJ,Slack,Agile,1,3,HealthTech,28,Sales,Male,24,2019-05-18 08:03:05.556036,5,Bachelor,7800.0,14,2,75,Indie Games,GMT+-4
814,Consultant,3,60,32,3.02,11,37,0,False,"UI/UX, Figma",1,DevOps Engineer,5,INTJ,Discord,Remote,8,1,HealthTech,32,HR,Female,31,2020-08-21 08:03:05.556036,4,High School,7150.0,26,8,0,NLP Research,GMT+-4
815,Analyst,4,40,18,2.29,8,55,1,False,"PHP, Laravel",5,Game Developer,5,ESTP,Slack,Hybrid,5,2,"AI, Bioinformatics",39,Engineering,Female,26,2018-02-05 08:03:05.556036,6,PhD,5600.0,27,1,75,Indie Games,GMT+1
816,Consultant,1,56,6,4.87,7,42,2,False,"C#, Unity",6,Data Scientist,2,INTP,Teams,Agile,6,10,"Game Dev, AI",15,Marketing,Female,54,2020-04-06 08:03:05.556036,4,Bachelor,6050.0,16,4,75,Healthcare AI,GMT+7
817,Consultant,5,51,42,3.79,7,40,0,False,"Java, Spring",9,Database Admin,7,ISTP,Slack,Remote,8,5,"SaaS, Web3",41,Legal,Male,51,2019-08-02 08:03:05.556036,5,Bachelor,8250.0,22,4,75,Indie Games,GMT+11
818,Technician,4,55,14,1.22,7,79,2,False,"Python, NLP",5,AI Researcher,9,ISTP,Teams,Remote,4,9,"SaaS, Web3",29,Operations,Male,44,2023-09-27 08:03:05.556036,0,High School,4900.0,20,11,0,Indie Games,GMT+-9
819,Technician,5,54,8,3.88,10,78,0,False,"SQL, PostgreSQL",4,DevOps Engineer,9,ENFP,Slack,Office,6,3,"NLP, AI Ethics",17,Marketing,Male,32,2016-07-24 08:03:05.556036,8,Bachelor,5250.0,22,4,75,Indie Games,GMT+0
820,Specialist,1,45,11,4.13,11,65,1,False,"Python, TensorFlow",7,Web Dev,1,ESTP,Discord,Office,5,8,Cloud Computing,32,Sales,Male,31,2017-10-05 08:03:05.556036,6,Bachelor,4950.0,28,12,50,SaaS,GMT+3
821,Technician,4,33,48,1.74,16,70,1,False,"Python, R",9,Web Dev,8,ENFJ,Teams,Hybrid,5,2,"NLP, AI Ethics",19,Legal,Male,25,2023-06-21 08:03:05.556036,1,Bachelor,4900.0,25,5,50,Indie Games,GMT+-1
822,Developer,5,39,4,3.5,1,98,1,False,"Python, NLP",1,Full Stack Dev,7,ISTP,Teams,Remote,4,4,"FinTech, UX",45,Sales,Male,32,2018-07-10 08:03:05.556036,6,Master,7500.0,28,9,100,SaaS,GMT+-10
823,Specialist,5,50,17,3.27,15,32,1,True,"C++, Robotics",3,Embedded Dev,10,ESTP,Discord,Hybrid,5,3,HealthTech,10,Legal,Female,54,2017-07-07 08:03:05.556036,7,Bachelor,6750.0,2,14,25,"IoT, Robotics",GMT+-7
824,Specialist,2,57,38,3.59,5,54,1,False,"Python, NLP",9,DevOps Engineer,1,ENTP,Teams,Remote,6,8,"Web Dev, SaaS",50,Marketing,Female,29,2022-12-25 08:03:05.556036,1,Master,5400.0,19,2,100,AI Startups,GMT+-6
825,Engineer,5,52,32,4.2,11,27,0,False,"Python, NLP",10,Mobile Dev,3,ENFJ,Teams,Office,5,1,E-commerce,50,Finance,Male,22,2016-08-07 08:03:05.556036,8,High School,9000.0,16,3,50,AI Research,GMT+12
826,Technician,4,34,5,4.6,14,2,1,True,"PHP, Laravel",10,Full Stack Dev,7,ENTP,Zoom,Agile,10,8,"SaaS, Web3",44,Operations,Male,59,2021-05-12 08:03:05.556036,3,Bachelor,4900.0,17,0,75,Cloud Security,GMT+-1
827,Specialist,3,30,12,2.74,10,68,2,False,"Python, ML",3,Database Admin,7,ENTP,Discord,Office,10,1,E-commerce,29,IT,Female,58,2020-07-15 08:03:05.556036,4,Bachelor,5850.0,21,7,0,Marketplace,GMT+4
828,Technician,4,37,4,3.44,17,89,0,False,"JavaScript, Node.js",1,Data Analyst,3,ISFJ,Teams,Hybrid,8,4,"Game Dev, AI",45,Engineering,Female,51,2016-07-31 08:03:05.556036,8,Master,4900.0,26,4,75,AI Startups,GMT+1
829,Analyst,1,35,11,2.55,8,50,1,False,"Python, TensorFlow",6,Backend Dev,4,ISFP,Email,Remote,9,2,"NLP, AI Ethics",12,Customer Support,Female,48,2020-04-13 08:03:05.556036,4,Bachelor,4400.0,11,14,25,SaaS,GMT+4
830,Analyst,3,51,25,2.24,3,34,1,False,"Python, R",1,ML Engineer,7,ISFP,Discord,Remote,8,2,E-commerce,37,Sales,Female,28,2023-04-04 08:03:05.556036,1,Bachelor,5200.0,28,14,100,Web Apps,GMT+0
831,Manager,1,56,17,3.27,10,45,1,False,"PHP, Laravel",10,Database Admin,5,ENTP,Email,Hybrid,8,8,"NLP, AI Ethics",42,Legal,Female,47,2024-05-31 08:03:05.556036,0,Master,6600.0,5,6,75,E-Commerce,GMT+-8
832,Specialist,2,30,30,1.38,1,86,0,False,"Java, Spring",1,Game Developer,10,INTJ,Zoom,Office,4,8,HealthTech,36,Sales,Female,37,2022-06-20 08:03:05.556036,2,Bachelor,5400.0,16,12,50,Healthcare AI,GMT+-2
833,Analyst,1,39,20,2.98,16,54,2,False,"React, TypeScript",1,Frontend Dev,4,ENTP,Email,Remote,5,1,HealthTech,37,Operations,Male,34,2014-10-13 08:03:05.556036,9,High School,4400.0,19,7,25,Indie Games,GMT+7
834,Technician,4,34,25,1.46,19,54,0,False,"Python, ML",3,Embedded Dev,4,ENTJ,Slack,Remote,5,8,"Design, HCI",50,Customer Support,Male,52,2019-04-15 08:03:05.556036,5,Bachelor,4900.0,12,11,75,Cloud Security,GMT+3
835,Manager,5,60,18,4.94,7,16,2,False,"UI/UX, Figma",8,Web Dev,9,INTP,Email,Office,10,1,"Crypto, Security",28,Sales,Female,60,2021-04-12 08:03:05.556036,3,Bachelor,9000.0,18,14,75,AI Startups,GMT+-1
836,Technician,3,56,36,4.27,19,42,2,False,"C++, Robotics",4,Database Admin,2,ENFJ,Discord,Remote,10,7,"AI, Ethics",13,Finance,Male,38,2019-06-25 08:03:05.556036,5,Bachelor,4550.0,7,14,100,DeFi,GMT+8
837,Specialist,4,45,22,2.85,18,89,0,False,"Rust, Blockchain",2,Mobile Dev,8,ENFP,Discord,Remote,3,1,Data Science,23,Finance,Male,30,2017-09-08 08:03:05.556036,6,Bachelor,6300.0,25,2,50,Marketplace,GMT+3
838,Analyst,5,30,24,1.32,6,88,1,False,"UI/UX, Figma",10,Blockchain Dev,1,ISTP,Discord,Remote,9,9,HealthTech,21,Finance,Female,47,2016-02-20 08:03:05.556036,8,Bachelor,6000.0,8,12,0,SaaS,GMT+2
839,Engineer,1,53,44,3.64,8,85,1,False,"Python, NLP",8,Frontend Dev,9,INTJ,Email,Remote,4,2,"NLP, AI Ethics",43,Operations,Female,37,2023-10-28 08:03:05.556036,0,Bachelor,6600.0,3,13,100,Indie Games,GMT+12
840,Manager,1,39,44,3.99,6,7,1,False,"Python, ML",3,Designer,8,ISFP,Discord,Hybrid,10,10,HealthTech,17,Customer Support,Female,44,2020-07-11 08:03:05.556036,4,High School,6600.0,10,8,25,"IoT, Robotics",GMT+-3
841,Analyst,1,33,24,1.17,16,21,0,False,"JavaScript, Node.js",2,Data Analyst,8,ISFP,Teams,Remote,9,10,"FinTech, AI",47,Marketing,Male,39,2019-10-01 08:03:05.556036,4,High School,4400.0,20,14,50,Cloud Security,GMT+6
842,Specialist,1,57,44,1.47,7,43,2,False,"C#, Unity",8,Blockchain Dev,4,ISTP,Slack,Office,8,10,"FinTech, UX",11,HR,Male,42,2022-12-26 08:03:05.556036,1,Master,4950.0,25,6,0,"IoT, Robotics",GMT+-8
843,Manager,5,60,46,2.17,2,7,2,False,"Python, ML",10,Frontend Dev,3,ENFP,Slack,Remote,4,9,"Design, HCI",46,Customer Support,Female,29,2017-02-07 08:03:05.556036,7,Bachelor,9000.0,0,3,75,CMS Systems,GMT+6
844,Analyst,3,58,49,2.38,16,45,0,False,"Swift, iOS Dev",5,Game Developer,6,ENTJ,Teams,Agile,5,7,"AI, Ethics",35,Legal,Female,53,2016-08-15 08:03:05.556036,8,High School,5200.0,10,9,25,AI Research,GMT+3
845,Engineer,5,36,0,2.56,13,23,2,False,"Python, TensorFlow",2,Game Developer,6,INTJ,Zoom,Office,9,5,"Web Dev, SaaS",11,Operations,Male,59,2022-06-16 08:03:05.556036,2,Master,9000.0,11,12,25,AI Startups,GMT+-10
846,Specialist,2,58,15,4.67,11,32,1,False,"Python, R",6,ML Engineer,6,ENTP,Zoom,Office,8,4,"Design, HCI",19,Sales,Male,37,2019-03-14 08:03:05.556036,5,Bachelor,5400.0,21,6,0,CMS Systems,GMT+4
847,Developer,3,48,40,4.46,10,42,0,True,"PHP, Laravel",4,Database Admin,7,ISFP,Discord,Office,3,6,HealthTech,46,Finance,Male,30,2024-08-26 08:03:05.556036,0,High School,6500.0,3,3,75,"IoT, Robotics",GMT+10
848,Engineer,4,50,39,2.56,3,81,2,False,"Swift, iOS Dev",9,Mobile Dev,9,INFJ,Email,Office,8,8,Cloud Computing,34,Legal,Male,40,2017-07-11 08:03:05.556036,7,PhD,8400.0,3,6,50,FinTech Apps,GMT+7
849,Specialist,1,34,40,2.28,3,87,2,False,"UI/UX, Figma",10,Embedded Dev,5,ENFJ,Slack,Office,6,4,"Crypto, Security",19,Operations,Male,38,2018-04-18 08:03:05.556036,6,High School,4950.0,27,12,0,"IoT, Robotics",GMT+6
850,Manager,3,49,29,4.29,10,75,1,False,"Swift, iOS Dev",6,DevOps Engineer,10,ISTJ,Teams,Office,10,8,"Design, HCI",13,Marketing,Female,53,2022-08-20 08:03:05.556036,2,Bachelor,7800.0,24,1,0,SaaS,GMT+7
851,Manager,3,51,7,3.07,11,22,0,False,"Java, Spring",10,Designer,7,ISTP,Email,Agile,1,4,E-commerce,12,Operations,Female,35,2021-08-25 08:03:05.556036,3,Bachelor,7800.0,25,13,25,AI Research,GMT+2
852,Specialist,4,34,18,4.04,14,61,1,False,"PHP, Laravel",4,Mobile Dev,10,ESTP,Teams,Remote,4,4,"AI, Hardware",10,Customer Support,Female,54,2016-02-09 08:03:05.556036,8,Bachelor,6300.0,12,10,50,CMS Systems,GMT+-1
853,Manager,1,44,25,3.01,14,80,1,False,"SQL, PostgreSQL",5,Database Admin,8,ESTJ,Email,Agile,10,4,"FinTech, UX",16,HR,Other,40,2018-06-24 08:03:05.556036,6,High School,6600.0,22,6,50,Indie Games,GMT+4
854,Technician,4,51,28,1.93,9,98,0,False,"Java, Spring",10,Data Scientist,1,INFJ,Email,Office,1,1,HealthTech,25,IT,Female,44,2017-02-15 08:03:05.556036,7,PhD,4900.0,20,11,75,AI Research,GMT+12
855,Analyst,1,48,18,4.87,1,84,1,False,"Python, R",10,Data Analyst,6,ISFP,Zoom,Remote,9,4,"Web Dev, SaaS",14,HR,Female,45,2018-09-29 08:03:05.556036,5,Bachelor,4400.0,16,12,25,CMS Systems,GMT+-7
856,Technician,5,56,43,4.85,17,40,1,False,"Python, R",8,Full Stack Dev,5,ESTP,Slack,Agile,4,6,"FinTech, AI",17,Customer Support,Female,59,2020-12-29 08:03:05.556036,3,High School,5250.0,5,9,50,DeFi,GMT+-1
857,Technician,4,39,0,1.61,6,56,0,False,"Python, R",3,Data Scientist,6,ENTP,Zoom,Remote,2,5,"Crypto, Security",22,Customer Support,Male,33,2021-01-10 08:03:05.556036,3,High School,4900.0,8,12,0,SaaS,GMT+9
858,Consultant,3,54,21,4.62,14,57,2,False,"Python, ML",4,Mobile Dev,9,ESTJ,Slack,Remote,6,4,"FinTech, UX",18,Sales,Female,24,2018-12-26 08:03:05.556036,5,High School,7150.0,2,2,100,E-Commerce,GMT+-8
859,Manager,3,42,30,2.15,5,11,1,False,"Python, ML",5,AI Researcher,3,ENFJ,Email,Remote,7,9,"Design, HCI",10,Marketing,Male,56,2017-01-24 08:03:05.556036,7,Bachelor,7800.0,26,3,25,E-Commerce,GMT+-9
860,Specialist,4,48,33,2.98,9,33,0,False,"SQL, PostgreSQL",7,Data Scientist,9,ESTJ,Teams,Agile,8,7,Cloud Computing,14,Marketing,Male,42,2016-08-31 08:03:05.556036,8,Master,6300.0,20,10,50,AI Research,GMT+-2
